,0
0,0.6229960918426514
1,0.6140909790992737
2,0.6125568747520447
3,0.6198111176490784
4,0.6114197969436646
5,0.6143282055854797
6,0.6109546422958374
7,0.6054381132125854
8,0.6113255023956299
9,0.6068664193153381
10,0.6200677752494812
11,0.6063820719718933
12,0.6022971868515015
13,0.6113530993461609
14,0.6111413240432739
15,0.6133139133453369
16,0.6136791706085205
17,0.6069132685661316
18,0.6085183620452881
19,0.6191569566726685
20,0.6186392903327942
21,0.6050558090209961
22,0.6197677254676819
23,0.6212617754936218
24,0.6132595539093018
25,0.6217301487922668
26,0.6054178476333618
27,0.612790584564209
28,0.6188756823539734
29,0.6132442355155945
30,0.614020049571991
31,0.6148567199707031
32,0.6135506629943848
33,0.6064497232437134
34,0.6164798736572266
35,0.6150187253952026
36,0.6049220561981201
37,0.6096142530441284
38,0.6092802286148071
39,0.6200559735298157
40,0.6104353070259094
41,0.6127866506576538
42,0.6097701191902161
43,0.6056761741638184
44,0.615768313407898
45,0.6153770685195923
46,0.6137344837188721
47,0.6112383008003235
48,0.6122431755065918
49,0.6194427013397217
50,0.6109844446182251
51,0.6076667308807373
52,0.6077709197998047
53,0.6139035820960999
54,0.6120465993881226
55,0.6130844950675964
56,0.6072525978088379
57,0.6100983619689941
58,0.6194420456886292
59,0.6076687574386597
60,0.615402102470398
61,0.6141250133514404
62,0.6129704713821411
63,0.6120153665542603
64,0.6165059208869934
65,0.6129775643348694
66,0.6184086799621582
67,0.6133047938346863
68,0.6063615679740906
69,0.6145061254501343
70,0.6023691296577454
71,0.6168477535247803
72,0.6176539063453674
73,0.6108287572860718
74,0.6084470152854919
75,0.6092419028282166
76,0.6119655966758728
77,0.6118482351303101
78,0.6085270047187805
79,0.6163288354873657
80,0.6209051609039307
81,0.6125479340553284
82,0.6176386475563049
83,0.6086816787719727
84,0.61565101146698
85,0.6101028919219971
86,0.6177451610565186
87,0.6075200438499451
88,0.612960159778595
89,0.6204472780227661
90,0.621717631816864
91,0.6073508262634277
92,0.6124902367591858
93,0.6143179535865784
94,0.6191566586494446
95,0.6214486956596375
96,0.6142433285713196
97,0.6274491548538208
98,0.6202787756919861
99,0.61184161901474
100,0.6121329069137573
101,0.6048320531845093
102,0.614375650882721
103,0.618728756904602
104,0.6210219264030457
105,0.6127902269363403
106,0.6133493185043335
107,0.6127471923828125
108,0.6120517253875732
109,0.612497866153717
110,0.6128453016281128
111,0.6105483174324036
112,0.6136683225631714
113,0.6107543706893921
114,0.605052649974823
115,0.6136558651924133
116,0.6161540746688843
117,0.6223059892654419
118,0.6134769916534424
119,0.6133286952972412
120,0.610795795917511
121,0.6119425892829895
122,0.6128441691398621
123,0.6119465231895447
124,0.6187429428100586
125,0.6213411688804626
126,0.6126429438591003
127,0.6149532198905945
128,0.6048028469085693
129,0.6123145222663879
130,0.618181049823761
131,0.6086076498031616
132,0.6219947934150696
133,0.6064249277114868
134,0.612835705280304
135,0.6123274564743042
136,0.6123507618904114
137,0.6148406863212585
138,0.6097376942634583
139,0.6129640936851501
140,0.6215615272521973
141,0.6227260828018188
142,0.6108236908912659
143,0.6208596229553223
144,0.6131013631820679
145,0.6174277663230896
146,0.6139025688171387
147,0.613497793674469
148,0.6064884662628174
149,0.6176956295967102
150,0.6081770658493042
151,0.623541533946991
152,0.6065547466278076
153,0.6206932067871094
154,0.618360698223114
155,0.6122695207595825
156,0.6075624823570251
157,0.6205424070358276
158,0.6216045618057251
159,0.6051982641220093
160,0.614022433757782
161,0.610872209072113
162,0.6134901642799377
163,0.6060189008712769
164,0.6217504143714905
165,0.6150995492935181
166,0.6162343621253967
167,0.6110065579414368
168,0.6146405339241028
169,0.6069129705429077
170,0.6216553449630737
171,0.6120226383209229
172,0.6036641597747803
173,0.6096059679985046
174,0.6054219007492065
175,0.6205956339836121
176,0.613606870174408
177,0.6082907915115356
178,0.6092941761016846
179,0.6167649030685425
180,0.6202136874198914
181,0.609245777130127
182,0.6078062057495117
183,0.6076647043228149
184,0.6122368574142456
185,0.6122692823410034
186,0.6132503151893616
187,0.620110273361206
188,0.6111820936203003
189,0.6161031723022461
190,0.6125974655151367
191,0.6103549003601074
192,0.6130748987197876
193,0.6103399991989136
194,0.6105453372001648
195,0.6065861582756042
196,0.6145631074905396
197,0.6136482357978821
198,0.6087791323661804
199,0.6138494610786438
200,0.6195888519287109
201,0.6115126609802246
202,0.6137712001800537
203,0.6060160398483276
204,0.620175838470459
205,0.6146760582923889
206,0.6620422601699829
207,0.6043869853019714
208,0.6165647506713867
209,0.622079610824585
210,0.6218754053115845
211,0.6064944267272949
212,0.6575158834457397
213,0.6172890663146973
214,0.6136804223060608
215,0.6075991988182068
216,0.6130409240722656
217,0.6088693737983704
218,0.6116997003555298
219,0.6105552911758423
220,0.6148789525032043
221,0.6132256984710693
222,0.6127733588218689
223,0.6153289079666138
224,0.6225593686103821
225,0.6110954284667969
226,0.6136015057563782
227,0.6250343322753906
228,0.618929386138916
229,0.6058080792427063
230,0.6114217638969421
231,0.6196407079696655
232,0.6200612783432007
233,0.6137852072715759
234,0.619216799736023
235,0.6193869113922119
236,0.6237870454788208
237,0.6098787188529968
238,0.6128339767456055
239,0.6071279048919678
240,0.6127050518989563
241,0.6221086382865906
242,0.6184911727905273
243,0.619976282119751
244,0.6111283898353577
245,0.6219949126243591
246,0.6120262742042542
247,0.6191002726554871
248,0.6410453915596008
249,0.61348956823349
250,0.6135613322257996
251,0.6101363301277161
252,0.6134734749794006
253,0.6073614954948425
254,0.6173337697982788
255,0.6127135753631592
256,0.6087595224380493
257,0.6141983866691589
258,0.6080077290534973
259,0.6179140210151672
260,0.6053941249847412
261,0.6127996444702148
262,0.6123366355895996
263,0.6250524520874023
264,0.6143825650215149
265,0.6159597635269165
266,0.6068751811981201
267,0.611731231212616
268,0.6241385340690613
269,0.6113043427467346
270,0.6183415651321411
271,0.612037718296051
272,0.6260548233985901
273,0.6149189472198486
274,0.6152266263961792
275,0.6121135354042053
276,0.6142450571060181
277,0.6083467602729797
278,0.6095724701881409
279,0.6179162263870239
280,0.6116470694541931
281,0.6138914227485657
282,0.6134878396987915
283,0.6135607361793518
284,0.6144243478775024
285,0.6075787544250488
286,0.6246411800384521
287,0.6294583678245544
288,0.6110647916793823
289,0.6051528453826904
290,0.6119478940963745
291,0.6197134256362915
292,0.6210507750511169
293,0.6122466325759888
294,0.6042494177818298
295,0.6124260425567627
296,0.620323896408081
297,0.6120423674583435
298,0.622284471988678
299,0.6196262240409851
300,0.6140447854995728
301,0.6801226139068604
302,0.6201506853103638
303,0.618109405040741
304,0.6241694092750549
305,0.6060360074043274
306,0.6130349636077881
307,0.6131709218025208
308,0.6140837669372559
309,0.613481879234314
310,0.6184775233268738
311,0.6151546239852905
312,0.6139549016952515
313,0.6210154294967651
314,0.6215734481811523
315,0.6054363250732422
316,0.6111182570457458
317,0.6142133474349976
318,0.6047039031982422
319,0.6071517467498779
320,0.6091383099555969
321,0.6059330105781555
322,0.6172720193862915
323,0.6111869215965271
324,0.608338475227356
325,0.6123615503311157
